"sexo";"edad";"peso";"talla"
"varon";16,33;62;172,1
"varon";16,33;74,5;171,1
"varon";16,33;55;169,1
"varon";16,33;61;176,4
"hembra";16,33;55;160,8
"hembra";16,33;69,5;160,5
"varon";16,33;65;173,9
"varon";16,33;52;165,7
"varon";16,42;60;176,7
"hembra";16,42;54;157,8
"hembra";16,42;49;166,5
"varon";16,42;57;170,7
"hembra";16,42;50;153,7
"varon";16,42;65;164,7
"varon";16,42;64,5;171
"varon";16,42;63;183,1
"varon";16,42;62;167,4
"hembra";16,42;72,5;169,8
"hembra";16,42;48,5;165,4
"varon";16,42;61;177,6
"varon";16,42;72,5;183,1
"hembra";16,42;54;164,6
"varon";16,42;60;165
"hembra";16,42;51;159,8
"varon";16,42;64;176,5
"varon";16,42;53;160,5
"varon";16,42;60;175,3
"varon";16,42;58,5;171,3
"hembra";16,42;46;165
"hembra";16,42;51,5;159,4
"varon";16,42;58;169,1
"hembra";16,5;56,5;163
"varon";16,5;59;175,6
"hembra";16,5;52;163,2
"varon";16,5;51;167
"hembra";16,5;51;161,7
"hembra";16,5;61;161,2
"varon";16,5;68;180,3
"hembra";16,5;48,5;167,7
"hembra";16,5;51,5;166,6
"hembra";16,5;51,5;158,3
"varon";16,5;41;154,7
"hembra";16,5;55;160
"varon";16,5;76;172,8
"hembra";16,5;59;160,3
"varon";16,5;59;164
"varon";16,5;84;183,1
"hembra";16,5;44,5;162,8
"hembra";16,5;51,5;163,3
"varon";16,5;64,5;170,3
"varon";16,5;66;176,6
"varon";16,5;60;168,5
"varon";16,5;78;177,2
"varon";16,58;55;167,4
"hembra";16,58;60;164,5
"varon";16,58;57;176,8
"varon";16,58;76;176,7
"varon";16,58;60;169,7
"varon";16,58;68;185,8
"hembra";16,58;61;162,5
"varon";16,58;59;164,2
"hembra";16,58;65,5;164,4
"varon";16,58;66,5;173,8
"hembra";16,58;48;157,5
"hembra";16,58;60;158,5
"varon";16,58;71;178,7
"varon";16,58;72,5;175
"hembra";16,58;52;162,3
"hembra";16,58;69,5;168,8
"varon";16,58;70;175
"hembra";16,58;50;163,4
"varon";16,58;66,5;169,2
"varon";16,58;69;172,7
"hembra";16,58;50;159,1
"hembra";16,58;40,5;154,6
"varon";16,58;68;181
"varon";16,67;61,5;175,5
"varon";16,67;55;171,6
"hembra";16,67;51;150,8
"varon";16,67;74,5;176,4
"hembra";16,67;51;162,3
"hembra";16,67;54,5;159,2
"hembra";16,67;49,5;158,7
"hembra";16,67;48;161,7
"varon";16,67;75;174,5
"hembra";16,67;54,5;158,2
"varon";16,67;68,5;168
"varon";16,67;64;180,4
"varon";16,67;72;185,4
"varon";16,67;65;166,5
"varon";16,67;66,5;178,5
"hembra";16,67;56;159,1
"hembra";16,67;52,5;157,9
"varon";16,67;64;178,2
"hembra";16,67;49;159,3
"hembra";16,67;52,5;147,7
"hembra";16,67;49;155,6
"hembra";16,67;53;157
"hembra";16,67;54;159,8
"hembra";16,67;59;165,3
"hembra";16,67;51;162,1
"varon";16,67;53;158,9
"hembra";16,67;49;153,4
"hembra";16,67;53,5;159,1
"varon";16,67;50;171,1
"varon";16,75;65;171,2
"varon";16,75;60;165,8
"hembra";16,75;59,5;172,5
"varon";16,75;91,5;177,8
"varon";16,75;65;166,2
"varon";16,75;85;174,3
"varon";16,75;63,5;171,6
"varon";16,75;64;169,5
"varon";16,75;73,5;171
"varon";16,75;73;171,7
"hembra";16,75;50;163,7
"hembra";16,75;46;147,8
"varon";16,75;76,5;171,4
"varon";16,75;74,5;167,1
"varon";16,75;76;177,9
"hembra";16,75;70;170,9
"hembra";16,75;52;162,4
"varon";16,75;70;174,8
"varon";16,75;90;176,3
"varon";16,75;68,5;173,9
"varon";16,75;61,5;167,8
"varon";16,75;75;181,4
"varon";16,83;65;181,6
"varon";16,83;52;170,3
"varon";16,83;56;169,2
"hembra";16,83;59;169,4
"hembra";16,83;50;162,9
"hembra";16,83;69;169
"hembra";16,83;50;160,2
"hembra";16,83;58,5;158,8
"hembra";16,83;58;179,1
"varon";16,83;75,2;187,2
"hembra";16,83;60;160,7
"hembra";16,83;64;171,9
"hembra";16,83;75;156
"hembra";16,83;59,1;164,3
"varon";16,92;85,5;178,6
"varon";16,92;57,5;168,4
"varon";16,92;68;182,5
"varon";16,92;72,5;180,3
"hembra";16,92;52;158,5
"varon";16,92;68;174,8
"hembra";16,92;51,5;163,3
"hembra";16,92;72;159,6
"varon";16,92;81;178,3
"varon";16,92;45;156,1
"varon";16,92;60,5;171,1
"hembra";16,92;56,5;158,3
"varon";16,92;64;174,5
"varon";16,92;63,5;171
"varon";16,92;77;183
"varon";16,92;66,5;177,8
"hembra";16,92;51;158,2
"hembra";16,92;61;161,6
"varon";17;61,5;171,6
"hembra";17;54,5;161,6
"hembra";17;47,5;156,7
"varon";17;71;178,3
"hembra";17;62;171,1
"hembra";17;62,5;165,5
"hembra";17;54;164,9
"hembra";17;58;170,9
"hembra";17;58;167,1
"hembra";17;57,5;161,3
"varon";17;65;180,8
"varon";17;61,5;170,3
"varon";17;64;174,5
"varon";17;66,5;174,6
"hembra";17;54,5;156,1
"varon";17;72;181,3
"varon";17;52,5;168
"hembra";17;61,5;170
"varon";17;60;179,1
"varon";17;77,5;183,1
"hembra";17;57,5;158,2
"hembra";17;55;163,7
"varon";17;73,5;170,7
"varon";17;62;168,6
"hembra";17;55;165,5
"varon";17;73;167,8
"varon";17;61;160,5
"hembra";17;60,5;160
"hembra";17,08;51;157,7
"varon";17,08;71,5;178,5
"varon";17,08;66,5;172,4
"hembra";17,08;54;147,8
"hembra";17,08;57,5;157,3
"varon";17,08;59,5;171,4
"varon";17,08;61;169,3
"varon";17,08;84,8;169,4
"varon";17,08;65;174
"varon";17,08;55;171,7
"varon";17,08;79;181,2
"varon";17,08;63,5;168,3
"hembra";17,08;58,5;157,8
"varon";17,08;73,5;183,1
"varon";17,08;93;178,6
"varon";17,08;73;173,2
"varon";17,17;61,5;171,5
"varon";17,17;70;183,8
"varon";17,17;72;187,5
"hembra";17,17;46,5;158,3
"varon";17,17;73;167,2
"varon";17,17;74;171,3
"hembra";17,17;59;166,6
"varon";17,17;68;175,1
"hembra";17,17;46,5;153,6
"hembra";17,17;66;164,3
"hembra";17,17;61,5;164,3
"hembra";17,17;63;155,9
"hembra";17,17;65,5;153,3
"hembra";17,17;59;153,4
"varon";17,17;65;169,2
"varon";17,17;69,5;176,9
"hembra";17,17;65;165,2
"hembra";17,17;75;159,6
"hembra";17,17;59;160,8
"varon";17,17;64;176,7
"hembra";17,17;53;168,4
"varon";17,17;54;165,8
"varon";17,25;86;178,6
"varon";17,25;69;174
"varon";17,25;57;164
"varon";17,25;67;178,7
"hembra";17,25;74;163
"varon";17,25;62;182,6
"hembra";17,25;68,5;174,7
"varon";17,25;75,5;175,1
"varon";17,25;53;167,6
"varon";17,25;65;175,7
"varon";17,25;66;178,7
"hembra";17,25;59,5;169,3
"hembra";17,25;52,5;160,2
"varon";17,33;76;179
"varon";17,33;51;161,4
"hembra";17,33;54;161,7
"hembra";17,33;53,5;156,4
"varon";17,33;80;177,5
"hembra";17,33;59;165,5
"varon";17,33;88;184
"varon";17,33;71;175,7
"hembra";17,33;59,5;159,5
"hembra";17,33;53,5;156,8
"varon";17,33;62,5;167,2
"varon";17,33;70;175,5
"hembra";17,33;57,5;150,5
"hembra";17,33;50;160,1
"varon";17,33;65;175,2
"hembra";17,33;30;127,7
"varon";17,42;63;171
"hembra";17,42;52;164,1
"varon";17,42;71,5;180,5
"hembra";17,42;53;153
"hembra";17,42;44;151,1
"varon";17,42;50,5;162,6
"hembra";17,42;59;165,9
"hembra";17,42;55;162,5
"varon";17,42;82,5;173,3
"hembra";17,42;51;154,6
"hembra";17,5;47;165,5
"hembra";17,5;61;164,4
"varon";17,5;66,5;173,7
"hembra";17,5;48,5;150,8
"varon";17,5;62;174,7
"varon";17,5;75,5;171,9
"hembra";17,5;55;148,8
"hembra";17,5;55;168,3
"hembra";17,5;49;170,4
"varon";17,5;76;169,5
"hembra";17,5;54;154,3
"hembra";17,5;60;168,3
"varon";17,58;78;182,2
"varon";17,58;72,5;173,6
"varon";17,58;68;168
"varon";17,58;60;165,7
"varon";17,58;69;173,2
"hembra";17,58;54;154,9
"hembra";17,58;51;163,2
"hembra";17,58;49;154,3
"hembra";17,58;65,5;166,2
"hembra";17,58;59;168,5
"hembra";17,58;59;164,2
"varon";17,58;55;166,4
"varon";17,58;60;178
"hembra";17,67;51;161,7
"hembra";17,67;70,5;165,6
"hembra";17,67;47,5;157,4
"hembra";17,67;60;156
"varon";17,67;67;184,1
"hembra";17,67;55,5;168,7
"varon";17,67;56;175,5
"hembra";17,67;58,5;158,3
"hembra";17,67;59;163,2
"varon";17,67;62;164,5
"hembra";17,67;54;156,1
"hembra";17,67;56;166,5
"varon";17,67;60;170,8
"varon";17,67;72;179
"hembra";17,67;49;158
"hembra";17,75;58;170,3
"hembra";17,75;59,5;165,3
"varon";17,75;64;172,4
"varon";17,75;78;179,3
"varon";17,75;78;173,6
"varon";17,75;70;180
"varon";17,75;71;180,7
"hembra";17,75;59,5;168,3
"hembra";17,83;60;166,4
"varon";17,83;64;170
"hembra";17,83;50;161,6
"varon";17,83;64,5;173,9
"hembra";17,83;56;156
"hembra";17,83;49;152,9
"varon";17,83;60;170,6
"hembra";17,83;46,5;156,6
"hembra";17,83;47;160
"hembra";17,83;58;154,4
"hembra";17,92;72;155,7
"hembra";17,92;61;172,5
"varon";17,92;66;187,2
"hembra";17,92;51,5;160,7
"varon";17,92;65;169,6
"hembra";17,92;61;162,9
"hembra";17,92;59;163
"varon";17,92;64;167,7
"hembra";17,92;53,5;157,3
"hembra";18;52;152,8
"varon";18;61,5;159,3
"varon";18;64;175,8
"hembra";18;63;166,9
"hembra";18;65;166,7
"varon";18;66;175,8
"hembra";18;56;156,4
"hembra";18;54;161,7
"varon";18;62;166,5
"hembra";18;53,5;163,8
"varon";18;62,5;176,5
"varon";18;61,5;177,3
"varon";18;67,5;171,1
"varon";18;64,5;177,8
"varon";18;71;170,5
"varon";18;70;175,4
"varon";18;53;166,2
"hembra";18;54;168,3
"varon";18,08;86;188,7
"varon";18,08;63;168,5
"varon";18,08;75;183,3
"varon";18,08;77,5;167,6
"varon";18,08;66;162,5
"varon";18,08;67;175,6
"varon";18,08;55;164,6
"varon";18,08;67;176,6
"varon";18,08;60;171,3
"varon";18,08;67,5;172,2
"varon";18,08;78;178,1
"hembra";18,08;45;154,2
"hembra";18,17;73;166,4
"varon";18,17;74;184,3
"hembra";18,17;61,5;174,5
"varon";18,17;87;173,7
"hembra";18,17;54;159,1
"varon";18,17;61;171
"hembra";18,17;36;148,7
"hembra";18,17;55;157
"hembra";18,17;49;157,5
"hembra";18,17;49,5;163,7
"varon";18,17;60,2;179,6
"varon";18,25;65,5;178,5
"hembra";18,25;56;161,2
"varon";18,25;70;185,6
"varon";18,25;90;175
"hembra";18,25;66,5;169,5
"hembra";18,25;51;158,9
"hembra";18,25;49;157,7
"varon";18,25;65;182,6
"hembra";18,25;51;166,4
"varon";18,25;70;184,9
"varon";18,25;64,5;174,6
"varon";18,33;67;174,2
"hembra";18,33;47,5;161,3
"varon";18,33;66,5;175,3
"hembra";18,33;63;164,3
"varon";18,33;69,5;167,5
"varon";18,33;66;177,7
"hembra";18,42;54;162
"hembra";18,42;51;163,6
"hembra";18,42;42;154,7
"varon";18,42;66;177
"varon";18,42;81,5;179,1
"hembra";18,42;54;154,5
"hembra";18,42;56;153,6
"hembra";18,42;59,5;166,1
"hembra";18,42;49,5;156,7
"varon";18,42;56;166,6
"varon";18,5;60;166,6
"hembra";18,5;48;157
"hembra";18,5;65;162,5
"hembra";18,5;71;158,3
"varon";18,5;75,5;181,4
"varon";18,5;70,5;168,3
"varon";18,5;72,5;175,9
"varon";18,5;65;158,3
"varon";18,5;68,5;175,9
"varon";18,58;74;183,4
"varon";18,58;73;171,7
"hembra";18,58;60;162
"hembra";18,58;47,5;158,5
"varon";18,58;70;158,1
"varon";18,58;75;176,4
"varon";18,58;65,5;169,2
"varon";18,58;67;172
"varon";18,67;52,5;166,9
"hembra";18,67;53;157,1
"hembra";18,67;55;165,9
"varon";18,67;56;171,5
"hembra";18,67;64,5;165,5
"varon";18,75;58,5;175,8
"hembra";18,75;49,5;157,2
"varon";18,75;52;169,4
"hembra";18,75;60;161
"hembra";18,75;65;157,9
"varon";18,75;59,5;166,7
"varon";18,75;56;167,8
"hembra";18,75;54,5;151,9
"varon";18,75;72;173,7
"hembra";18,83;47,5;157,5
"varon";18,83;88;178,7
"hembra";18,83;59;163,3
"hembra";18,83;63;161,7
"varon";18,92;65;173,6
"varon";18,92;62,5;169,3
"hembra";18,92;51;157,9
"hembra";18,92;41,5;152,3
"varon";18,92;60;165
"hembra";19;59,5;157,9
